config_name,model_name,scaling,feature_selection,n_features,balancing,mean_accuracy,std_accuracy,mean_precision,std_precision,mean_recall,std_recall,mean_f1,std_f1,mean_auc,std_auc,best_params,success,error,external_validated,external_accuracy,external_precision,external_recall,external_f1,external_auc,external_n_disease,external_n_healthy,external_disease_pred_positive_rate,external_healthy_pred_positive_rate,generalization_gap,project,task_name,disease_abbr,disease_full,geography_abbr,geography_full,sequencer_abbr,sequencer_full,n_disease,n_healthy,external_source
NoScale_AllFeatures(100%)_smote,SVM_RBF,none,none,1990,smote,0.4298461538461538,0.008290580667881528,0.2,0.4,0.013333333333333332,0.026666666666666665,0.025,0.05,0.5,0.0,"{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__gamma': 0.001}",True,,True,0.5350877192982456,0.0,0.0,0.0,0.29461800185586146,53,61,0.0,0.0,0.20538199814413854,phylum_abundance_PRJEB10878,D5_G2_S3,D5,CRC,G2,China,S3,Illumina HiSeq 2000,74,54,phylum_abundance_PRJEB6070.xlsx
NoScale_AllFeatures(100%)_smote,MLP,none,none,1990,smote,0.5073846153846154,0.07884011233889424,0.34276923076923077,0.2799381165765499,0.6,0.48989794855663565,0.4362726704190119,0.35625056983768155,0.5152900432900432,0.08115118954027278,"{'clf__activation': 'tanh', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (100, 50), 'clf__learning_rate_init': 0.01}",True,,True,0.5350877192982456,0.0,0.0,0.0,0.6309928858645222,53,61,0.0,0.0,-0.11570284257447894,phylum_abundance_PRJEB10878,D5_G2_S3,D5,CRC,G2,China,S3,Illumina HiSeq 2000,74,54,phylum_abundance_PRJEB6070.xlsx
NoScale_AllFeatures(100%)_undersample,RandomForest,none,none,1990,undersample,0.7726153846153847,0.05547343305716645,0.8664511958629607,0.09728590541401796,0.7409523809523808,0.08860726361609914,0.7895432154052843,0.04790181842913082,0.8333160173160173,0.05992518964543493,"{'clf__class_weight': 'balanced', 'clf__max_depth': 10, 'clf__max_features': 'sqrt', 'clf__min_samples_split': 2, 'clf__n_estimators': 300}",True,,True,0.6666666666666666,0.631578947368421,0.6792452830188679,0.6545454545454545,0.7782245592329107,53,61,0.6792452830188679,0.3442622950819672,0.05509145808310667,phylum_abundance_PRJEB10878,D5_G2_S3,D5,CRC,G2,China,S3,Illumina HiSeq 2000,74,54,phylum_abundance_PRJEB6070.xlsx
NoScale_AllFeatures(100%)_undersample,XGBoost,none,none,1990,undersample,0.796923076923077,0.029043937333942643,0.8554212454212454,0.037186902669064485,0.7847619047619048,0.046889651905109235,0.8170516329137018,0.02447886590069256,0.8523463203463203,0.05446297894359873,"{'clf__colsample_bytree': 0.8, 'clf__learning_rate': 0.1, 'clf__max_depth': 3, 'clf__n_estimators': 100, 'clf__reg_alpha': 0.1, 'clf__reg_lambda': 1, 'clf__subsample': 0.8}",True,,True,0.7017543859649122,0.6557377049180327,0.7547169811320755,0.7017543859649122,0.7803897309000928,53,61,0.7547169811320755,0.3442622950819672,0.07195658944622751,phylum_abundance_PRJEB10878,D5_G2_S3,D5,CRC,G2,China,S3,Illumina HiSeq 2000,74,54,phylum_abundance_PRJEB6070.xlsx
NoScale_AllFeatures(100%)_undersample,LightGBM,none,none,1990,undersample,0.828923076923077,0.07030887055063899,0.8938145188145189,0.035523679692212005,0.799047619047619,0.11820271606933493,0.8397823204274817,0.07348023647491199,0.8917575757575757,0.04605996809765529,"{'clf__colsample_bytree': 0.8, 'clf__learning_rate': 0.1, 'clf__max_depth': 3, 'clf__n_estimators': 100, 'clf__num_leaves': 31, 'clf__reg_alpha': 0, 'clf__reg_lambda': 1, 'clf__subsample': 0.8}",True,,True,0.7280701754385965,0.6833333333333333,0.7735849056603774,0.7256637168141593,0.7677080111351686,53,61,0.7735849056603774,0.3114754098360656,0.12404956462240713,phylum_abundance_PRJEB10878,D5_G2_S3,D5,CRC,G2,China,S3,Illumina HiSeq 2000,74,54,phylum_abundance_PRJEB6070.xlsx
NoScale_AllFeatures(100%)_undersample,LogisticRegression,none,none,1990,undersample,0.5236923076923077,0.08737919809860371,0.6506854256854258,0.14257544339527334,0.40476190476190477,0.08103637099498152,0.49503990373555595,0.09149713514368929,0.6164848484848485,0.11226258081988673,"{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__penalty': 'l2'}",True,,True,0.6929824561403509,0.6956521739130435,0.6037735849056604,0.6464646464646465,0.7237859573151871,53,61,0.6037735849056604,0.22950819672131148,-0.10730110883033861,phylum_abundance_PRJEB10878,D5_G2_S3,D5,CRC,G2,China,S3,Illumina HiSeq 2000,74,54,phylum_abundance_PRJEB6070.xlsx
NoScale_AllFeatures(100%)_undersample,SVM_RBF,none,none,1990,undersample,0.42215384615384616,0.07954069331789311,0.6333333333333333,0.4521553322083512,0.06666666666666667,0.04216370213557839,0.1161064425770308,0.07520649778366453,0.4115151515151515,0.12009179225697783,"{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__gamma': 0.001}",True,,True,0.5350877192982456,0.0,0.0,0.0,0.2754407670893907,53,61,0.0,0.0,0.1360743844257608,phylum_abundance_PRJEB10878,D5_G2_S3,D5,CRC,G2,China,S3,Illumina HiSeq 2000,74,54,phylum_abundance_PRJEB6070.xlsx
NoScale_AllFeatures(100%)_undersample,MLP,none,none,1990,undersample,0.46184615384615385,0.06938717375464146,0.12,0.24000000000000002,0.2,0.4,0.15,0.3,0.5554112554112555,0.10378059957590782,"{'clf__activation': 'tanh', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (100, 50), 'clf__learning_rate_init': 0.01}",True,,True,0.5350877192982456,0.0,0.0,0.0,0.607485307763687,53,61,0.0,0.0,-0.052074052352431566,phylum_abundance_PRJEB10878,D5_G2_S3,D5,CRC,G2,China,S3,Illumina HiSeq 2000,74,54,phylum_abundance_PRJEB6070.xlsx
NoScale_variance_199f(10%)_NoBalance,RandomForest,none,variance,1990,none,0.7658461538461537,0.06877043537062338,0.7725396825396825,0.05095608946598935,0.8514285714285714,0.1291310571937394,0.8041558441558442,0.0716355913805224,0.8287965367965369,0.06849174608573302,"{'clf__class_weight': 'balanced', 'clf__max_depth': 10, 'clf__max_features': 'sqrt', 'clf__min_samples_split': 10, 'clf__n_estimators': 300}",True,,True,0.7105263157894737,0.6388888888888888,0.8679245283018868,0.736,0.8212186823383854,53,61,0.8679245283018868,0.4262295081967213,0.007577854458151512,phylum_abundance_PRJEB10878,D5_G2_S3,D5,CRC,G2,China,S3,Illumina HiSeq 2000,74,54,phylum_abundance_PRJEB6070.xlsx
NoScale_variance_199f(10%)_NoBalance,XGBoost,none,variance,1990,none,0.7972307692307691,0.06595246629695427,0.8260453272217978,0.03591056024991819,0.8257142857142856,0.12283868447532366,0.8207891246684351,0.07113533419987919,0.8492813852813853,0.04789706797413316,"{'clf__colsample_bytree': 0.8, 'clf__learning_rate': 0.1, 'clf__max_depth': 6, 'clf__n_estimators': 300, 'clf__reg_alpha': 0, 'clf__reg_lambda': 1, 'clf__subsample': 0.8}",True,,True,0.7105263157894737,0.6388888888888888,0.8679245283018868,0.736,0.776987318280235,53,61,0.8679245283018868,0.4262295081967213,0.07229406700115026,phylum_abundance_PRJEB10878,D5_G2_S3,D5,CRC,G2,China,S3,Illumina HiSeq 2000,74,54,phylum_abundance_PRJEB6070.xlsx
